Hours_Worked_Per_Week,Access_to_Mental_Health_Resources,Work_Life_Balance_Rating,Social_Isolation_Rating,Sleep_Quality,Risk_Score_Raw,Burnout_Risk
79,0,2,3,8,26.599999999999994,1
39,0,3,1,8,-51.400000000000006,0
25,0,0,3,8,-37.0,0
31,1,1,1,9,-62.6,0
21,0,0,1,6,-34.6,0
26,1,0,2,6,-19.6,0
35,0,3,1,5,-21.0,0
22,0,1,1,6,-39.2,0
64,0,0,0,5,29.599999999999994,1
22,1,1,2,5,-19.200000000000003,0
46,0,0,3,9,-19.60000000000001,0
69,1,3,1,6,14.599999999999994,1
62,1,1,3,6,32.8,1
59,1,0,0,9,-25.400000000000006,1
57,0,2,1,9,-32.2,0
52,0,1,3,6,18.799999999999997,1
47,1,3,2,6,-8.200000000000003,0
20,1,2,0,5,-44.0,0
74,1,1,0,7,13.599999999999994,1
27,1,1,3,5,-4.200000000000003,1
56,1,1,1,8,-15.600000000000009,0
51,0,1,1,8,-22.60000000000001,0
79,0,0,2,7,42.599999999999994,1
67,0,0,2,9,1.7999999999999972,1
62,1,1,1,8,-7.200000000000003,1
56,1,3,0,9,-47.60000000000001,0
23,0,0,2,9,-59.800000000000004,0
49,0,1,2,5,18.599999999999994,1
25,1,1,0,9,-79.0,0
65,1,3,1,7,-3.0,1
73,1,3,3,5,48.19999999999999,1
38,0,3,2,7,-32.80000000000001,0
51,1,2,0,9,-48.60000000000001,0
28,1,1,2,8,-46.800000000000004,0
31,1,3,0,9,-82.6,0
30,0,1,2,7,-32.0,0
65,1,0,1,6,27.0,1
74,0,1,0,6,25.599999999999994,1
35,1,1,3,8,-29.0,0
20,1,2,3,7,-44.0,0
64,0,0,2,8,9.599999999999994,1
74,1,0,3,5,67.6,1
72,0,2,2,9,-3.200000000000003,1
40,1,3,0,5,-22.0,0
49,0,3,0,6,-21.400000000000006,0
32,1,1,3,9,-45.2,0
53,0,2,3,5,26.19999999999999,1
23,0,3,1,6,-49.800000000000004,0
47,1,0,0,5,5.799999999999997,1
57,0,2,3,9,-16.200000000000003,0
77,1,3,3,5,53.80000000000001,1
50,0,0,3,9,-14.0,0
78,1,2,2,5,53.19999999999999,1
74,1,1,1,8,9.599999999999994,1
46,1,1,0,5,-1.6000000000000085,1
24,1,0,3,5,-2.4000000000000057,1
44,0,3,3,8,-28.400000000000006,0
22,1,3,3,6,-35.2,0
52,1,2,2,9,-31.200000000000003,0
23,1,0,0,7,-51.800000000000004,0
44,1,3,3,6,-4.400000000000006,1
39,1,1,3,9,-35.400000000000006,0
53,0,0,2,5,30.19999999999999,1
45,1,1,2,6,1.0,1
24,0,0,1,5,-18.400000000000006,0
54,0,2,1,6,-0.4000000000000057,1
80,1,3,0,6,22.0,1
47,1,3,1,7,-28.200000000000003,0
48,0,3,0,8,-46.80000000000001,0
28,0,1,1,6,-30.800000000000004,0
71,0,3,3,5,45.39999999999999,1
57,1,0,1,7,3.799999999999997,1
69,0,1,3,6,42.599999999999994,1
25,0,2,0,8,-73.0,0
38,1,1,1,5,-4.800000000000004,1
79,0,2,1,7,22.599999999999994,1
63,1,1,1,9,-17.80000000000001,1
76,0,3,3,8,16.399999999999977,1
30,1,2,3,9,-54.0,0
21,0,3,1,9,-88.6,0
66,1,1,0,7,2.3999999999999915,1
63,1,2,3,7,16.19999999999999,1
63,0,0,2,7,20.19999999999999,1
28,1,0,0,9,-68.80000000000001,0
40,0,1,0,5,-10.0,0
43,1,2,0,7,-35.800000000000004,0
53,1,0,3,8,2.1999999999999886,1
41,1,3,1,7,-36.599999999999994,0
22,1,3,1,7,-63.2,0
31,1,1,2,7,-30.6,0
47,1,3,1,9,-52.2,0
49,1,3,2,5,6.599999999999994,1
45,0,3,2,7,-23.0,0
67,0,0,1,9,-6.200000000000003,1
40,1,2,2,8,-36.0,0
47,1,1,0,5,-0.20000000000000284,1
75,1,2,0,9,-15.0,0
45,0,2,0,6,-21.000000000000007,0
52,1,2,3,8,-11.200000000000003,0
40,0,0,2,8,-24.0,0
54,1,3,2,6,1.5999999999999943,1
71,1,1,0,9,-14.600000000000009,1
53,1,2,3,9,-21.80000000000001,0
60,1,3,1,8,-22.0,0
70,1,0,0,9,-10.0,1
66,0,2,3,6,32.39999999999999,1
37,1,3,1,9,-66.2,0
77,0,0,3,8,35.80000000000001,1
30,0,3,1,9,-76.0,0
76,1,1,2,5,56.39999999999999,1
42,1,3,2,6,-15.200000000000003,0
67,1,3,3,6,27.799999999999997,1
41,0,1,3,7,-8.599999999999994,0
36,0,1,1,9,-55.6,0
24,0,3,3,6,-32.400000000000006,0
63,1,1,3,9,-1.8000000000000114,1
30,0,3,1,5,-28.0,0
49,0,2,1,8,-31.400000000000006,0
34,0,3,2,8,-50.400000000000006,0
46,1,0,0,7,-19.60000000000001,0
54,0,1,3,7,9.599999999999994,1
52,0,2,1,6,-3.200000000000003,1
39,1,1,2,6,-7.400000000000006,0
80,1,1,0,6,34.0,1
35,1,1,3,5,7.0,1
53,0,0,2,7,6.199999999999989,1
21,0,0,0,7,-54.6,0
54,0,3,3,8,-14.400000000000006,0
59,1,0,2,7,14.599999999999994,1
75,0,1,3,7,39.0,1
47,1,2,0,5,-6.200000000000003,0
66,1,2,1,6,16.39999999999999,1
58,0,2,2,5,25.19999999999999,1
25,0,1,0,9,-79.0,0
28,0,0,3,8,-32.800000000000004,0
39,1,2,0,8,-53.400000000000006,0
79,1,1,0,8,8.599999999999994,1
20,0,1,1,6,-42.0,0
27,1,2,2,6,-30.200000000000003,0
74,0,2,0,6,19.599999999999994,1
42,0,3,1,8,-47.2,0
22,0,3,1,8,-75.2,0
23,1,1,1,8,-61.800000000000004,0
77,1,3,3,9,5.800000000000011,1
44,0,3,1,9,-56.400000000000006,0
66,0,2,1,8,-7.6000000000000085,0
57,1,3,1,6,-2.200000000000003,1
34,0,1,1,6,-22.400000000000006,0
40,1,2,2,9,-48.0,0
54,0,3,2,9,-34.400000000000006,0
76,1,3,1,8,0.3999999999999915,1
72,0,3,0,8,-13.200000000000003,0
72,1,0,3,6,52.8,1
65,0,3,0,7,-11.0,0
71,1,3,0,6,9.399999999999991,1
33,1,1,1,6,-23.800000000000004,0
55,1,3,0,8,-37.0,0
31,1,0,2,7,-24.6,0
36,0,2,2,7,-29.599999999999994,0
58,1,3,3,8,-8.800000000000011,0
28,1,3,2,5,-22.800000000000004,0
54,0,1,2,8,-10.400000000000006,0
79,1,3,1,9,-7.400000000000006,0
32,0,3,2,7,-41.2,0
34,1,3,0,8,-66.4,0
37,1,3,0,6,-38.2,0
70,1,2,2,6,30.0,1
52,1,1,3,6,18.799999999999997,1
25,1,2,3,8,-49.0,0
78,1,0,3,5,73.19999999999999,1
46,0,3,2,9,-45.60000000000001,0
42,0,0,3,6,10.799999999999997,1
78,1,2,2,8,17.19999999999999,1
46,1,0,0,5,4.3999999999999915,1
53,0,3,3,7,-3.8000000000000114,1
75,0,0,3,7,45.0,1
65,1,2,3,9,-5.0,0
57,1,3,0,8,-34.2,0
33,1,1,2,8,-39.800000000000004,0
55,1,2,0,6,-7.0,0
72,1,3,0,5,22.799999999999997,1
27,1,1,1,9,-68.2,0
54,0,0,3,5,39.599999999999994,1
38,1,0,2,9,-38.80000000000001,0
49,1,0,2,8,-11.400000000000006,0
33,0,3,1,8,-59.800000000000004,0
78,0,0,1,9,9.199999999999989,1
39,0,0,0,5,-5.400000000000006,0
68,0,1,1,7,13.199999999999989,1
44,1,1,2,7,-12.400000000000006,0
59,0,1,2,6,20.599999999999994,1
43,0,3,2,6,-13.800000000000011,0
33,1,2,0,5,-25.800000000000004,0
45,0,0,3,8,-9.0,0
57,0,0,3,5,43.8,1
42,1,3,0,9,-67.2,0
41,1,0,2,7,-10.599999999999994,0
67,1,3,2,6,19.799999999999997,1
76,1,3,0,5,28.39999999999999,1
38,1,3,0,5,-24.800000000000004,0
65,1,2,1,9,-21.0,0
70,1,3,0,8,-16.0,0
22,0,2,3,8,-53.2,0
61,0,2,0,7,-10.600000000000009,0
38,1,0,2,6,-2.8000000000000114,1
28,0,1,2,8,-46.800000000000004,0
47,1,2,2,8,-26.200000000000003,0
39,0,2,3,8,-29.400000000000006,0
64,1,1,3,5,47.599999999999994,1
26,0,2,1,8,-63.6,0
33,1,1,0,9,-67.80000000000001,0
28,0,0,1,7,-36.800000000000004,0
78,1,3,0,8,-4.800000000000011,1
79,0,1,0,6,32.599999999999994,1
74,0,3,3,5,49.599999999999994,1
76,1,1,2,9,8.399999999999991,1
79,0,3,0,7,8.599999999999994,1
38,0,0,3,5,17.19999999999999,1
66,0,2,1,9,-19.60000000000001,0
71,0,0,2,5,55.39999999999999,1
33,0,2,1,7,-41.800000000000004,0
75,1,3,1,7,11.0,1
57,1,3,3,8,-10.200000000000003,0
72,0,2,2,6,32.8,1
80,1,1,0,8,10.0,1
55,0,0,1,5,25.0,1
59,1,1,0,8,-19.400000000000006,1
36,0,3,2,7,-35.599999999999994,0
49,0,0,3,7,8.599999999999994,1
28,0,0,3,7,-20.800000000000004,0
52,0,1,3,8,-5.200000000000003,0
75,1,2,0,9,-15.0,0
71,1,2,0,8,-8.600000000000009,0
44,1,0,2,8,-18.400000000000006,0
33,0,2,0,8,-61.800000000000004,0
30,1,3,3,8,-48.0,0
72,1,1,1,7,18.799999999999997,1
54,0,1,1,6,5.599999999999994,1
60,0,1,1,8,-10.0,1
78,0,0,3,8,37.19999999999999,1
33,1,0,0,6,-25.800000000000004,0
49,1,2,1,8,-31.400000000000006,0
60,0,1,0,6,6.0,1
23,1,3,0,7,-69.80000000000001,0
78,0,3,3,9,7.199999999999989,1
23,1,1,0,8,-69.80000000000001,0
47,0,0,0,9,-42.2,0
27,1,0,3,8,-34.2,0
21,1,0,2,5,-14.600000000000001,0
60,1,3,1,5,14.0,1
80,0,1,1,7,30.0,1
65,0,3,0,9,-35.0,0
41,0,1,2,9,-40.599999999999994,0
60,1,3,3,6,18.0,1
75,0,3,0,6,15.0,1
74,1,2,3,8,19.599999999999994,1
35,0,3,1,6,-33.0,0
48,0,1,3,6,13.199999999999989,1
68,1,3,1,9,-22.80000000000001,0
67,1,2,3,5,45.8,1
49,0,2,3,9,-27.400000000000006,0
31,0,1,2,6,-18.6,0
54,1,2,3,8,-8.400000000000006,0
30,1,2,0,5,-30.0,0
65,0,0,2,6,35.0,1
69,1,1,0,6,18.599999999999994,1
40,0,2,3,8,-28.0,0
40,0,2,3,8,-28.0,0
24,0,2,2,6,-34.400000000000006,0
67,1,1,1,6,23.799999999999997,1
39,0,0,2,9,-37.400000000000006,0
56,0,3,1,7,-15.600000000000009,0
22,1,0,1,8,-57.2,0
63,1,1,3,8,10.199999999999989,1
52,1,1,0,9,-41.2,0
72,0,1,2,5,50.8,1
80,1,3,2,5,50.0,1
28,1,1,3,5,-2.8000000000000043,1
80,0,0,3,8,40.0,1
28,0,2,2,7,-40.800000000000004,0
23,0,2,2,7,-47.800000000000004,0
54,0,1,0,9,-38.400000000000006,0
36,1,1,3,5,8.400000000000006,1
53,0,3,0,5,-3.8000000000000114,1
43,1,2,3,6,0.19999999999998863,1
51,0,3,3,9,-30.60000000000001,0
20,0,3,0,9,-98.0,0
27,1,3,1,8,-68.2,0
64,1,3,1,8,-16.400000000000006,0
42,1,0,1,9,-41.2,0
66,0,1,3,7,26.39999999999999,1
59,0,1,0,9,-31.400000000000006,1
31,1,3,1,7,-50.6,0
73,1,3,2,8,4.199999999999989,1
31,0,0,1,9,-56.6,0
65,1,3,0,7,-11.0,0
66,1,0,3,6,44.39999999999999,1
34,0,0,0,6,-24.400000000000006,0
60,1,3,3,9,-18.0,0
38,0,1,0,5,-12.800000000000004,0
45,0,0,0,9,-45.00000000000001,0
71,0,1,2,8,13.399999999999991,1
48,1,1,1,8,-26.80000000000001,0
41,1,0,1,6,-6.599999999999994,0
59,1,2,0,7,-13.400000000000006,0
40,1,0,1,6,-8.0,0
70,0,2,2,7,18.0,1
57,0,0,0,9,-28.200000000000003,0
39,1,0,1,5,2.5999999999999943,1
76,1,1,1,8,12.399999999999991,1
48,1,1,3,9,-22.80000000000001,0
70,1,3,1,6,16.0,1
23,0,1,1,9,-73.80000000000001,0
74,1,1,3,5,61.599999999999994,1
26,0,1,0,7,-53.6,0
47,1,1,0,5,-0.20000000000000284,1
47,1,3,2,6,-8.200000000000003,0
23,1,1,3,5,-9.800000000000004,0
41,0,2,0,8,-50.6,0
31,1,2,1,5,-20.6,0
64,0,3,1,9,-28.400000000000006,0
22,0,1,1,7,-51.2,0
41,1,2,2,8,-34.599999999999994,0
63,0,0,0,8,-7.800000000000011,1
21,0,2,3,8,-54.6,0
43,0,1,0,6,-17.800000000000004,0
53,1,2,3,6,14.199999999999989,1
46,0,0,3,9,-19.60000000000001,0
74,0,2,0,7,7.599999999999994,1
60,1,1,1,5,26.0,1
20,1,0,1,9,-72.0,0
27,0,3,3,6,-28.200000000000003,0
42,0,0,1,9,-41.2,0
57,0,2,2,7,-0.20000000000000284,1
25,0,3,2,9,-75.0,0
41,1,0,3,8,-14.599999999999994,0
44,1,0,1,5,9.599999999999994,1
37,0,0,3,6,3.799999999999997,1
36,1,1,2,6,-11.599999999999994,0
80,0,3,2,7,26.0,1
31,1,3,2,7,-42.6,0
25,1,0,0,7,-49.0,0
45,0,3,2,6,-11.0,0
46,0,2,1,8,-35.60000000000001,0
27,0,2,0,5,-34.2,0
38,0,0,2,7,-14.800000000000011,0
79,1,2,1,6,34.599999999999994,1
61,1,0,2,8,5.3999999999999915,1
20,0,2,1,7,-60.0,0
76,1,0,1,7,30.39999999999999,1
48,1,0,2,5,23.19999999999999,1
64,0,3,2,5,27.599999999999994,1
68,0,3,0,9,-30.80000000000001,0
54,1,0,2,7,7.599999999999994,1
59,0,3,1,9,-35.400000000000006,0
33,0,3,3,6,-19.80000000000001,0
54,1,1,0,5,9.599999999999994,1
67,1,2,1,8,-6.200000000000003,0
64,0,3,1,7,-4.400000000000006,1
39,1,0,3,7,-5.400000000000006,0
75,0,1,2,9,7.0,1
68,0,1,1,5,37.19999999999999,1
32,1,3,3,9,-57.2,0
80,1,0,3,7,52.0,1
57,0,0,2,5,35.8,1
68,0,0,3,7,35.19999999999999,1
65,0,0,3,5,55.0,1
68,1,0,3,7,35.19999999999999,1
27,0,2,3,8,-46.2,0
62,1,0,3,9,2.799999999999997,1
39,0,0,3,5,18.599999999999994,1
79,1,2,1,9,-1.4000000000000057,1
52,0,3,0,5,-5.200000000000003,0
45,1,1,2,5,13.0,1
58,0,2,0,5,9.199999999999989,1
40,0,1,2,7,-18.0,0
72,0,1,0,6,22.799999999999997,1
68,0,2,2,7,15.199999999999989,1
61,1,0,3,6,37.39999999999999,1
62,1,1,0,7,-3.200000000000003,1
73,1,0,0,6,30.19999999999999,1
60,1,3,2,5,22.0,1
28,1,2,2,5,-16.800000000000004,0
43,0,1,1,6,-9.800000000000011,0
56,1,0,3,6,30.39999999999999,1
68,1,1,3,9,5.199999999999989,1
60,1,3,1,5,14.0,1
36,1,3,2,7,-35.599999999999994,0
43,0,1,3,9,-29.80000000000001,0
40,0,2,2,6,-12.0,0
70,0,3,3,7,20.0,1
78,0,0,0,8,13.199999999999989,1
58,1,3,0,8,-32.80000000000001,0
74,1,0,3,8,31.599999999999994,1
60,0,1,3,7,18.0,1
58,0,0,3,6,33.19999999999999,1
32,1,1,1,7,-37.2,0
30,1,3,3,9,-60.0,0
65,0,2,1,9,-21.0,0
38,0,3,1,8,-52.800000000000004,0
30,0,3,0,6,-48.0,0
32,0,3,3,9,-57.2,0
65,1,3,0,5,13.0,1
64,1,2,0,5,17.599999999999994,1
20,1,3,1,8,-78.0,0
59,0,0,2,8,2.5999999999999943,1
63,1,2,1,8,-11.800000000000011,0
38,1,2,0,9,-66.80000000000001,0
31,0,0,1,6,-20.6,0
27,0,1,1,8,-56.2,0
27,0,3,1,7,-56.2,0
80,0,2,3,8,28.0,1
72,0,3,1,9,-17.200000000000003,0
64,0,3,0,6,-0.4000000000000057,1
31,1,0,1,8,-44.6,0
80,1,0,3,5,76.0,1
67,1,0,0,8,-2.200000000000003,1
52,1,3,1,8,-33.2,0
64,1,2,0,6,5.599999999999994,1
45,1,2,3,7,-9.0,0
58,0,1,2,8,-4.800000000000011,1
47,0,3,3,8,-24.200000000000003,0
77,0,1,3,9,17.80000000000001,1
24,1,1,0,6,-44.400000000000006,0
27,1,1,0,9,-76.2,0
44,0,1,2,8,-24.400000000000006,0
46,0,1,2,8,-21.60000000000001,0
65,0,3,2,5,29.0,1
42,0,0,3,9,-25.200000000000003,0
49,0,1,3,6,14.599999999999994,1
64,1,2,2,8,-2.4000000000000057,1
66,1,3,2,5,30.39999999999999,1
42,1,1,2,5,8.799999999999997,1
68,0,2,1,7,7.199999999999989,1
66,1,1,1,6,22.39999999999999,1
39,0,0,2,5,10.599999999999994,1
37,1,3,3,6,-14.200000000000003,0
37,0,0,0,8,-44.2,0
21,0,2,3,7,-42.6,0
23,1,1,0,6,-45.800000000000004,0
49,1,0,2,7,0.5999999999999943,1
52,1,0,1,6,8.799999999999997,1
55,1,1,1,6,7.0,1
37,1,3,0,9,-74.2,0
56,0,2,2,7,-1.6000000000000085,1
38,1,3,1,6,-28.800000000000004,0
66,1,2,2,9,-11.600000000000009,0
47,0,2,2,9,-38.2,0
59,1,0,0,7,-1.4000000000000057,1
39,0,1,2,8,-31.400000000000006,0
68,1,3,2,7,9.199999999999989,1
52,1,0,0,6,0.7999999999999972,1
31,0,0,1,8,-44.6,0
77,1,0,3,7,47.80000000000001,1
70,1,3,2,7,12.0,1
34,1,0,0,7,-36.400000000000006,0
60,1,1,1,7,2.0,1
58,0,0,2,8,1.1999999999999886,1
21,0,0,3,6,-18.6,0
48,1,2,1,9,-44.80000000000001,0
60,1,0,0,7,0.0,1
29,0,3,2,9,-69.4,0
21,0,3,0,9,-96.6,0
70,1,1,3,9,8.0,1
30,0,3,3,7,-36.0,0
32,0,3,0,7,-57.2,0
29,0,0,2,7,-27.400000000000006,0
33,0,1,0,7,-43.800000000000004,0
37,1,3,1,5,-18.200000000000003,0
70,0,1,0,6,20.0,1
73,1,1,3,5,60.19999999999999,1
28,1,2,2,8,-52.800000000000004,0
76,0,2,2,5,50.39999999999999,1
58,1,0,3,5,45.19999999999999,1
47,1,3,3,5,11.799999999999997,1
22,0,0,1,6,-33.2,0
39,0,0,3,9,-29.400000000000006,0
25,0,1,3,8,-43.0,0
46,1,1,3,8,-13.600000000000009,0
72,1,1,2,6,38.8,1
21,1,0,3,5,-6.600000000000001,0
48,1,3,0,9,-58.80000000000001,0
57,0,0,0,7,-4.200000000000003,1
22,1,0,2,6,-25.200000000000003,0
35,0,0,1,9,-51.0,0
49,0,2,1,6,-7.400000000000006,0
59,0,2,2,6,14.599999999999994,1
21,0,3,0,7,-72.6,0
36,1,2,2,9,-53.599999999999994,0
60,0,0,3,5,48.0,1
31,1,2,2,9,-60.6,0
54,0,2,1,9,-36.400000000000006,0
62,0,0,0,5,26.799999999999997,1
20,0,3,1,7,-66.0,0
74,1,2,1,9,-8.400000000000006,0
64,0,0,0,5,29.599999999999994,1
34,0,0,3,6,-0.4000000000000057,1
45,0,0,0,6,-9.000000000000007,0
56,0,1,0,5,12.399999999999991,1
40,1,0,2,6,0.0,1
68,1,2,0,9,-24.80000000000001,0
50,0,2,2,5,14.0,1
44,0,0,1,9,-38.400000000000006,0
42,1,1,0,8,-43.2,0
43,1,1,3,7,-5.800000000000011,0
76,1,1,2,7,32.39999999999999,1
57,0,2,2,7,-0.20000000000000284,1
47,1,1,3,5,23.799999999999997,1
40,0,3,2,8,-42.0,0
73,1,3,2,7,16.19999999999999,1
62,1,1,3,9,-3.200000000000003,1
37,0,3,1,7,-42.2,0
55,1,0,0,8,-19.0,0
54,0,1,0,9,-38.400000000000006,0
64,1,1,0,9,-24.400000000000006,1
74,0,1,0,5,37.599999999999994,1
28,1,0,0,5,-20.800000000000004,0
72,1,0,0,6,28.799999999999997,1
57,0,1,2,8,-6.200000000000003,0
77,0,2,0,9,-12.200000000000003,0
49,0,2,2,8,-23.400000000000006,0
79,0,3,3,7,32.599999999999994,1
63,1,0,1,7,12.199999999999989,1
53,1,3,2,6,0.19999999999998863,1
51,1,3,1,9,-46.60000000000001,0
22,1,1,3,9,-59.2,0
22,1,2,0,6,-53.2,0
47,1,3,1,7,-28.200000000000003,0
63,0,1,1,9,-17.80000000000001,1
34,1,0,3,8,-24.400000000000006,0
60,1,3,3,9,-18.0,0
42,0,2,3,7,-13.200000000000003,0
59,1,0,2,9,-9.400000000000006,1
30,1,1,2,9,-56.0,0
67,1,0,1,5,41.8,1
51,0,3,3,9,-30.60000000000001,0
77,0,0,1,6,43.8,1
78,1,0,0,6,37.19999999999999,1
76,0,0,3,8,34.39999999999998,1
73,1,2,2,9,-1.8000000000000114,1
55,1,3,3,8,-13.0,0
79,1,1,1,7,28.599999999999994,1
52,0,2,2,7,-7.200000000000003,0
43,1,3,0,5,-17.800000000000004,0
58,1,1,0,5,15.199999999999989,1
53,1,1,1,9,-31.80000000000001,0
75,1,1,3,9,15.0,1
47,1,3,0,8,-48.2,0
56,0,1,1,8,-15.600000000000009,0
26,1,1,2,9,-61.6,0
23,0,2,2,9,-71.80000000000001,0
56,1,1,1,5,20.39999999999999,1
75,0,0,3,5,69.0,1
20,1,2,3,5,-20.0,0
20,1,2,3,9,-68.0,0
66,0,3,3,8,2.3999999999999915,1
39,0,1,1,6,-15.400000000000006,0
38,1,0,1,6,-10.800000000000004,0
48,0,0,2,8,-12.800000000000011,0
29,0,1,2,8,-45.400000000000006,0
79,1,1,3,8,32.599999999999994,1
37,1,3,0,5,-26.200000000000003,0
47,1,0,0,7,-18.200000000000003,0
54,1,2,2,9,-28.400000000000006,0
62,1,3,2,5,24.799999999999997,1
66,0,3,1,6,10.399999999999991,1
50,1,2,2,9,-34.0,0
46,0,3,2,8,-33.60000000000001,0
30,1,1,3,6,-12.0,0
68,1,2,0,8,-12.800000000000011,0
68,0,2,0,8,-12.800000000000011,0
57,1,0,1,8,-8.200000000000003,0
24,0,2,0,9,-86.4,0
27,0,3,3,6,-28.200000000000003,0
53,0,0,3,6,26.19999999999999,1
67,1,3,1,8,-12.200000000000003,0
71,1,1,2,5,49.39999999999999,1
75,1,1,2,7,31.0,1
31,1,0,3,5,7.400000000000006,1
57,1,0,1,9,-20.200000000000003,0
20,1,3,3,7,-50.0,0
50,0,1,0,5,4.0,1
23,1,0,0,6,-39.800000000000004,0
68,1,1,3,5,53.19999999999999,1
64,1,1,2,8,3.5999999999999943,1
69,1,1,0,9,-17.400000000000006,1
24,0,3,1,5,-36.400000000000006,0
49,0,3,2,5,6.599999999999994,1
75,0,1,0,7,15.0,1
43,0,1,3,8,-17.80000000000001,0
78,0,1,2,7,35.19999999999999,1
22,1,2,2,9,-73.2,0
30,0,2,0,9,-78.0,0
64,0,3,1,8,-16.400000000000006,0
23,1,1,0,7,-57.800000000000004,0
45,1,2,0,8,-45.00000000000001,0
46,0,0,0,7,-19.60000000000001,0
65,1,0,0,6,19.0,1
73,1,1,0,8,0.19999999999998863,1
62,0,2,3,9,-9.200000000000003,0
46,1,0,0,7,-19.60000000000001,0
61,0,3,1,6,3.3999999999999915,1
70,0,0,2,9,6.0,1
69,1,3,3,7,18.599999999999994,1
25,0,0,1,6,-29.0,0
78,0,0,0,9,1.1999999999999886,1
80,1,2,1,9,0.0,1
34,1,0,2,6,-8.400000000000006,0
72,1,0,1,9,0.7999999999999972,1
49,1,3,0,7,-33.400000000000006,0
61,0,3,2,7,-0.6000000000000085,1
56,1,0,0,9,-29.60000000000001,0
77,1,1,0,5,41.8,1
80,0,0,3,6,64.0,1
56,0,0,2,5,34.39999999999999,1
61,0,2,2,7,5.3999999999999915,1
79,0,0,0,9,2.5999999999999943,1
56,1,0,1,8,-9.600000000000009,0
54,1,3,2,8,-22.400000000000006,0
42,0,3,1,5,-11.200000000000003,0
25,0,3,1,5,-35.0,0
23,0,3,2,5,-29.800000000000004,0
37,0,0,1,7,-24.200000000000003,0
79,1,1,2,7,36.599999999999994,1
28,0,2,3,9,-56.800000000000004,0
68,1,2,2,7,15.199999999999989,1
48,0,1,2,9,-30.80000000000001,0
32,1,1,2,9,-53.2,0
78,1,2,3,5,61.19999999999999,1
66,1,0,1,8,4.3999999999999915,1
71,1,2,3,5,51.39999999999999,1
36,0,1,1,7,-31.6,0
64,1,0,2,6,33.599999999999994,1
51,0,2,2,7,-8.600000000000009,0
67,1,0,3,8,21.799999999999997,1
41,1,0,3,7,-2.5999999999999943,1
23,0,1,3,8,-45.800000000000004,0
24,0,3,3,6,-32.400000000000006,0
56,1,2,2,6,10.399999999999991,1
60,1,1,2,9,-14.0,1
68,0,2,0,7,-0.8000000000000114,1
32,1,3,3,9,-57.2,0
53,0,3,3,5,20.19999999999999,1
64,0,3,1,5,19.599999999999994,1
41,0,3,1,5,-12.599999999999994,0
72,1,2,2,5,44.8,1
78,1,0,0,5,49.19999999999999,1
42,0,0,3,7,-1.2000000000000028,1
70,0,3,0,9,-28.0,0
22,0,3,0,9,-95.2,0
61,0,0,2,8,5.3999999999999915,1
53,1,1,0,5,8.199999999999989,1
51,0,3,3,6,5.3999999999999915,1
64,1,0,2,8,9.599999999999994,1
70,0,1,0,8,-4.0,1
77,1,0,2,7,39.8,1
68,1,1,2,8,9.199999999999989,1
40,1,2,1,6,-20.0,0
65,1,1,2,9,-7.0,1
63,1,3,0,8,-25.80000000000001,0
40,0,1,1,7,-26.0,0
63,0,1,3,5,46.19999999999999,1
30,1,3,3,6,-24.0,0
58,0,2,3,5,33.19999999999999,1
23,0,1,3,8,-45.800000000000004,0
70,0,2,3,9,2.0,1
20,0,0,0,7,-56.0,0
47,0,0,2,6,9.799999999999997,1
43,0,3,1,9,-57.80000000000001,0
80,0,2,2,6,44.0,1
54,1,3,2,7,-10.400000000000006,0
32,0,3,0,7,-57.2,0
66,0,1,0,8,-9.600000000000009,1
53,0,0,0,6,2.1999999999999886,1
30,1,3,1,8,-64.0,0
55,1,1,0,6,-1.0,1
70,0,1,2,6,36.0,1
80,1,2,1,5,48.0,1
36,1,0,0,8,-45.6,0
54,0,2,0,6,-8.400000000000006,0
79,1,2,0,6,26.599999999999994,1
37,0,3,2,7,-34.2,0
59,1,2,0,5,10.599999999999994,1
41,0,3,2,7,-28.599999999999994,0
76,1,2,1,8,6.3999999999999915,1
43,0,1,0,8,-41.800000000000004,0
77,0,0,3,6,59.80000000000001,1
38,1,0,3,9,-30.80000000000001,0
56,0,0,2,7,10.399999999999991,1
58,0,1,0,8,-20.80000000000001,0
40,1,1,0,6,-22.0,0
27,0,2,3,6,-22.200000000000003,0
47,0,2,1,7,-22.200000000000003,0
24,1,2,1,6,-42.400000000000006,0
36,0,2,2,5,-5.599999999999994,0
56,1,0,3,9,-5.6000000000000085,0
55,0,2,2,7,-3.0,1
73,1,1,2,7,28.19999999999999,1
38,1,1,1,7,-28.800000000000004,0
46,0,1,3,6,10.399999999999991,1
72,1,3,2,6,26.799999999999997,1
53,0,3,1,7,-19.80000000000001,0
30,0,3,1,7,-52.0,0
73,1,2,0,5,30.19999999999999,1
64,0,0,3,8,17.599999999999994,1
66,0,0,3,5,56.39999999999999,1
31,1,2,0,7,-52.6,0
73,0,2,2,6,34.19999999999999,1
40,0,3,1,6,-26.0,0
73,1,1,1,7,20.19999999999999,1
30,0,1,1,8,-52.0,0
58,0,3,0,9,-44.80000000000001,0
47,1,3,1,9,-52.2,0
24,0,0,2,5,-10.400000000000006,0
36,0,3,2,8,-47.599999999999994,0
75,1,1,0,9,-9.0,1
39,0,1,2,8,-31.400000000000006,0
60,0,2,3,6,24.0,1
65,1,0,3,6,43.0,1
